"sample_name"	"context"	"Methylated"	"Unmethylated"	"Intermediate"	"total"
"13_1"	"CG"	0.417266274726447	0.547348045097746	0.0353856801758061	1
"13_2"	"CG"	0.416985550379211	0.547366166601475	0.0356482830193138	1
"13_3"	"CG"	0.416877139277957	0.547672536585567	0.0354503241364759	1
"13_5"	"CG"	0.416878093041311	0.547432188220323	0.0356897187383661	1
"14_2"	"CG"	0.417165599705732	0.547518344843314	0.0353160554509536	1
"14_3"	"CG"	0.41689674441357	0.547560628352015	0.0355426272344158	1
"14_4"	"CG"	0.416631068332587	0.547847287226788	0.0355216444406247	1
"14_5"	"CG"	0.416709594848745	0.547655156897781	0.0356352482534738	1
